,jp_title,char_name,fav,img,colors
31,Tensei shitara Slime Datta Ken 2nd Season,Milim Nava (ミリム・ナーヴァ),2918,https://cdn.myanimelist.net/images/characters/6/447552.jpg,"[[199, 212, 229], [148, 177, 186], [160, 150, 225], [123, 147, 187], [125, 115, 187], [90, 119, 144], [96, 79, 165], [67, 69, 120], [49, 49, 68], [30, 27, 35], [79, 69, 72], [112, 104, 108], [151, 144, 148], [168, 131, 88], [232, 227, 231]]"
32,Tensei shitara Slime Datta Ken 2nd Season,Diablo  (ディアブロ),2803,https://cdn.myanimelist.net/images/characters/12/476920.jpg,"[[188, 214, 248], [127, 152, 201], [107, 122, 151], [31, 26, 28], [54, 46, 48], [64, 58, 69], [101, 99, 103], [84, 49, 113], [156, 149, 148], [170, 179, 182], [68, 68, 203], [211, 195, 194], [231, 206, 158], [238, 223, 192], [252, 249, 244]]"
33,Tensei shitara Slime Datta Ken 2nd Season,Shuna  (シュナ),1558,https://cdn.myanimelist.net/images/characters/16/384887.jpg,"[[225, 231, 249], [213, 205, 247], [164, 175, 218], [163, 146, 218], [147, 126, 212], [144, 143, 164], [114, 109, 146], [72, 78, 162], [80, 76, 108], [46, 43, 87], [14, 14, 41], [202, 193, 187], [214, 222, 230], [97, 114, 230], [249, 250, 249]]"
40,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Emilia  (エミリア),23267,https://cdn.myanimelist.net/images/characters/16/551926.jpg,"[[229, 238, 252], [186, 193, 238], [67, 58, 73], [107, 81, 103], [116, 115, 124], [143, 141, 151], [154, 100, 136], [170, 153, 170], [183, 180, 189], [208, 198, 208], [227, 218, 226], [229, 162, 186], [235, 233, 237], [246, 245, 250], [254, 253, 254]]"
41,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Subaru Natsuki (ナツキ・スバル),21895,https://cdn.myanimelist.net/images/characters/15/315153.jpg,"[[197, 222, 253], [177, 189, 208], [127, 156, 238], [135, 148, 170], [60, 89, 144], [24, 26, 36], [44, 44, 50], [60, 58, 61], [75, 70, 71], [89, 90, 92], [101, 102, 103], [116, 118, 121], [72, 113, 205], [89, 174, 250], [254, 254, 254]]"
42,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Rem  (レム),45866,https://cdn.myanimelist.net/images/characters/9/311327.jpg,"[[207, 221, 250], [187, 168, 234], [52, 12, 33], [102, 47, 69], [121, 95, 117], [162, 131, 153], [162, 77, 93], [208, 112, 116], [209, 139, 180], [227, 171, 203], [232, 150, 144], [245, 209, 217], [250, 184, 173], [228, 249, 253], [253, 251, 253]]"
43,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Echidna  (エキドナ),5287,https://cdn.myanimelist.net/images/characters/13/319348.jpg,"[[42, 22, 13], [61, 34, 13], [70, 34, 38], [81, 41, 55], [84, 53, 83], [90, 64, 105], [122, 86, 99], [145, 111, 126], [161, 136, 169], [191, 138, 130], [207, 162, 154], [195, 169, 210], [219, 186, 183], [232, 214, 217], [246, 248, 252]]"
44,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Beatrice  (ベアトリス),3599,https://cdn.myanimelist.net/images/characters/11/563877.jpg,"[[202, 246, 252], [226, 236, 253], [169, 185, 208], [136, 148, 164], [103, 106, 130], [78, 57, 134], [57, 54, 96], [37, 36, 45], [174, 125, 56], [91, 53, 181], [148, 114, 189], [210, 210, 217], [223, 219, 226], [191, 146, 242], [248, 247, 249]]"
45,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Ram  (ラム),2667,https://cdn.myanimelist.net/images/characters/15/306390.jpg,"[[234, 238, 251], [156, 233, 234], [211, 211, 250], [190, 174, 250], [175, 180, 198], [99, 101, 135], [69, 64, 150], [63, 60, 100], [32, 44, 55], [142, 131, 162], [60, 166, 171], [103, 85, 203], [146, 132, 234], [172, 141, 244], [249, 245, 251]]"
50,Yakusoku no Neverland 2nd Season,Ray  (レイ),8193,https://cdn.myanimelist.net/images/characters/16/360042.jpg,"[[189, 223, 252], [103, 125, 166], [18, 19, 18], [46, 44, 35], [65, 67, 70], [96, 97, 100], [126, 126, 126], [143, 143, 144], [161, 162, 163], [181, 181, 183], [199, 198, 199], [213, 211, 212], [223, 221, 222], [230, 229, 230], [252, 252, 252]]"
51,Yakusoku no Neverland 2nd Season,Norman  (ノーマン),6160,https://cdn.myanimelist.net/images/characters/7/323859.jpg,"[[196, 222, 234], [179, 206, 218], [149, 192, 211], [117, 179, 205], [138, 175, 191], [87, 162, 193], [108, 153, 176], [69, 139, 179], [98, 140, 161], [81, 119, 143], [65, 101, 128], [53, 78, 102], [54, 64, 77], [26, 47, 69], [6, 17, 32]]"
52,Yakusoku no Neverland 2nd Season,Emma  (エマ),4481,https://cdn.myanimelist.net/images/characters/12/455009.jpg,"[[209, 231, 240], [154, 229, 248], [178, 199, 210], [140, 165, 176], [46, 127, 151], [100, 120, 129], [15, 45, 113], [17, 23, 24], [53, 75, 78], [17, 54, 176], [77, 185, 204], [17, 86, 220], [26, 155, 237], [235, 245, 248], [74, 229, 249]]"
53,Yakusoku no Neverland 2nd Season,Phil  (フィル),1683,https://cdn.myanimelist.net/images/characters/7/436435.jpg,"[[139, 170, 226], [99, 123, 206], [69, 84, 126], [40, 48, 71], [9, 12, 24], [29, 33, 42], [80, 81, 84], [112, 113, 116], [134, 78, 42], [135, 137, 141], [166, 164, 161], [189, 192, 196], [219, 219, 220], [244, 245, 245], [254, 254, 254]]"
60,Wonder Egg Priority,Ai Ooto (大戸 アイ),3145,https://cdn.myanimelist.net/images/characters/10/431621.jpg,"[[211, 226, 250], [153, 188, 238], [137, 160, 175], [78, 104, 170], [40, 82, 106], [29, 16, 18], [71, 32, 27], [133, 68, 31], [180, 80, 47], [191, 143, 95], [24, 157, 196], [99, 134, 227], [238, 202, 138], [231, 245, 247], [10, 224, 252]]"
61,Wonder Egg Priority,Rika Kawai (川井 リカ),1680,https://cdn.myanimelist.net/images/characters/5/441004.jpg,"[[211, 235, 253], [161, 206, 216], [131, 178, 194], [102, 147, 175], [91, 103, 112], [23, 21, 27], [74, 42, 73], [52, 15, 161], [132, 32, 199], [137, 226, 3], [239, 245, 243], [105, 108, 249], [138, 128, 251], [89, 72, 252], [67, 21, 253]]"
70,5-toubun no Hanayome ∬,Miku Nakano (中野 三玖),21635,https://cdn.myanimelist.net/images/characters/15/507743.jpg,"[[213, 231, 251], [169, 196, 241], [158, 159, 175], [115, 134, 204], [95, 105, 180], [86, 88, 154], [71, 62, 118], [49, 46, 49], [85, 89, 86], [113, 111, 112], [129, 62, 56], [213, 146, 120], [215, 197, 190], [251, 244, 215], [250, 253, 253]]"
71,5-toubun no Hanayome ∬,Nino Nakano (中野 二乃),14892,https://cdn.myanimelist.net/images/characters/7/437011.jpg,"[[207, 226, 253], [178, 174, 248], [166, 167, 188], [133, 129, 159], [96, 84, 149], [74, 57, 80], [110, 77, 94], [141, 97, 115], [117, 95, 192], [205, 198, 93], [211, 202, 211], [138, 118, 215], [240, 240, 244], [158, 135, 245], [254, 253, 254]]"
72,5-toubun no Hanayome ∬,Itsuki Nakano (中野 五月),7773,https://cdn.myanimelist.net/images/characters/5/437010.jpg,"[[206, 227, 253], [164, 184, 235], [142, 144, 168], [84, 81, 142], [71, 69, 110], [137, 73, 60], [88, 76, 173], [103, 93, 195], [207, 135, 104], [220, 202, 210], [124, 92, 229], [112, 108, 235], [240, 239, 244], [135, 139, 246], [254, 254, 254]]"
73,5-toubun no Hanayome ∬,Yotsuba Nakano (中野 四葉),5815,https://cdn.myanimelist.net/images/characters/8/437009.jpg,"[[207, 228, 253], [174, 222, 248], [146, 187, 250], [163, 179, 218], [86, 96, 139], [71, 77, 95], [145, 135, 145], [81, 146, 112], [71, 85, 186], [109, 196, 163], [97, 113, 204], [212, 193, 203], [233, 219, 222], [117, 155, 249], [249, 249, 251]]"
74,5-toubun no Hanayome ∬,Ichika Nakano (中野 一花),3791,https://cdn.myanimelist.net/images/characters/12/436646.jpg,"[[207, 225, 253], [194, 186, 241], [167, 176, 227], [182, 164, 231], [158, 144, 200], [120, 110, 148], [98, 92, 123], [84, 63, 72], [160, 156, 169], [137, 120, 172], [187, 112, 88], [207, 192, 201], [233, 215, 217], [243, 244, 249], [254, 254, 254]]"
80,SK∞,Reki Kyan (喜屋武 暦),4730,https://cdn.myanimelist.net/images/characters/11/564144.jpg,"[[184, 216, 246], [110, 202, 222], [149, 159, 169], [122, 124, 171], [24, 11, 82], [34, 19, 25], [48, 47, 50], [94, 61, 44], [45, 7, 111], [95, 107, 115], [55, 55, 149], [183, 176, 80], [183, 188, 196], [83, 94, 214], [233, 238, 242]]"
81,SK∞,Langa Hasegawa (馳河 ランガ),3116,https://cdn.myanimelist.net/images/characters/4/564145.jpg,"[[223, 224, 237], [184, 212, 242], [132, 122, 165], [33, 21, 23], [60, 40, 38], [63, 50, 85], [108, 94, 103], [117, 63, 48], [163, 108, 85], [178, 147, 183], [206, 152, 146], [213, 117, 93], [94, 87, 214], [248, 245, 244], [249, 207, 173]]"
82,SK∞,Miya Chinen (知念 実也),1528,https://cdn.myanimelist.net/images/characters/15/422619.jpg,"[[175, 200, 227], [152, 161, 202], [118, 147, 185], [105, 125, 144], [75, 102, 117], [69, 64, 120], [57, 58, 85], [38, 34, 32], [48, 44, 42], [57, 54, 54], [74, 69, 64], [148, 162, 156], [169, 180, 182], [199, 212, 213], [212, 224, 222]]"
90,"Kumo desu ga, Nani ka?",Kumoko  (私),2726,https://cdn.myanimelist.net/images/characters/10/423671.jpg,"[[2, 2, 2], [16, 15, 15], [31, 31, 32], [54, 52, 55], [75, 76, 74], [80, 80, 79], [111, 112, 109], [148, 147, 136], [104, 54, 152], [166, 167, 165], [188, 187, 189], [213, 213, 213], [153, 90, 224], [234, 235, 231], [254, 254, 254]]"
110,Beastars 2nd Season,Legoshi  (レゴシ),8004,https://cdn.myanimelist.net/images/characters/16/402912.jpg,"[[112, 157, 189], [78, 130, 187], [92, 129, 162], [84, 110, 137], [57, 82, 97], [78, 63, 56], [92, 74, 67], [99, 99, 87], [127, 135, 117], [144, 152, 137], [160, 171, 166], [184, 193, 189], [200, 217, 220], [210, 228, 232], [242, 242, 239]]"
120,Nanatsu no Taizai: Funnu no Shinpan,Ban  (バン),11892,https://cdn.myanimelist.net/images/characters/14/267813.jpg,"[[157, 196, 252], [132, 162, 242], [101, 122, 202], [26, 21, 90], [80, 78, 89], [108, 97, 46], [137, 130, 122], [33, 30, 141], [57, 75, 178], [37, 24, 180], [181, 175, 152], [37, 22, 211], [228, 221, 172], [63, 54, 244], [252, 252, 252]]"
122,Nanatsu no Taizai: Funnu no Shinpan,Meliodas  (メリオダス),9686,https://cdn.myanimelist.net/images/characters/2/255447.jpg,"[[186, 227, 249], [119, 184, 189], [64, 107, 157], [19, 54, 76], [12, 22, 27], [84, 102, 86], [105, 115, 41], [135, 151, 142], [7, 121, 160], [171, 194, 178], [34, 169, 200], [215, 192, 83], [230, 241, 240], [48, 218, 243], [101, 233, 248]]"
124,Nanatsu no Taizai: Funnu no Shinpan,Escanor  (エスカノール),7782,https://cdn.myanimelist.net/images/characters/14/372194.jpg,"[[178, 189, 200], [128, 159, 195], [118, 143, 171], [66, 119, 174], [98, 122, 151], [57, 106, 160], [82, 100, 133], [50, 95, 146], [44, 80, 116], [30, 58, 90], [19, 44, 70], [27, 23, 19], [46, 36, 29], [39, 62, 52], [64, 50, 40]]"
126,Nanatsu no Taizai: Funnu no Shinpan,King  (キング),2197,https://cdn.myanimelist.net/images/characters/16/277006.jpg,"[[196, 218, 249], [177, 193, 213], [117, 171, 232], [139, 160, 199], [98, 137, 196], [38, 122, 175], [66, 95, 139], [24, 71, 110], [25, 54, 50], [51, 100, 71], [76, 136, 115], [91, 191, 166], [194, 199, 117], [55, 175, 229], [251, 247, 195]]"
128,Nanatsu no Taizai: Funnu no Shinpan,Hawk  (ホーク),1587,https://cdn.myanimelist.net/images/characters/5/551814.jpg,"[[241, 242, 253], [208, 212, 253], [140, 221, 254], [191, 197, 254], [186, 193, 254], [183, 165, 252], [157, 163, 215], [131, 135, 205], [110, 109, 151], [76, 75, 112], [49, 48, 76], [26, 26, 41], [78, 84, 4], [114, 74, 244], [138, 107, 246]]"
190,Log Horizon: Entaku Houkai,Shiroe  (シロエ),4814,https://cdn.myanimelist.net/images/characters/11/200451.jpg,"[[221, 226, 247], [96, 77, 166], [9, 3, 4], [46, 30, 36], [89, 54, 54], [92, 77, 102], [136, 128, 133], [142, 80, 72], [176, 115, 105], [195, 155, 147], [201, 188, 191], [234, 223, 223], [244, 217, 149], [249, 245, 246], [252, 236, 191]]"
191,Log Horizon: Entaku Houkai,Akatsuki  (アカツキ),2792,https://cdn.myanimelist.net/images/characters/14/200453.jpg,"[[218, 226, 236], [97, 195, 197], [171, 162, 202], [70, 153, 153], [69, 66, 132], [57, 53, 113], [43, 39, 91], [22, 19, 37], [5, 4, 9], [49, 41, 55], [73, 68, 85], [95, 79, 113], [129, 114, 153], [90, 93, 196], [248, 250, 251]]"
200,Yuru Camp△ Season 2,Rin Shima (志摩 リン),5947,https://cdn.myanimelist.net/images/characters/10/358813.jpg,"[[208, 220, 241], [171, 162, 207], [63, 46, 38], [75, 63, 57], [104, 71, 57], [109, 94, 106], [128, 90, 74], [139, 105, 92], [152, 123, 113], [169, 142, 135], [198, 129, 97], [218, 193, 174], [223, 164, 133], [234, 220, 209], [236, 188, 158]]"
201,Yuru Camp△ Season 2,Nadeshiko Kagamihara (各務原 なでしこ),3290,https://cdn.myanimelist.net/images/characters/2/366169.jpg,"[[219, 236, 252], [196, 203, 250], [180, 187, 248], [170, 183, 211], [150, 158, 193], [149, 142, 213], [110, 146, 197], [133, 136, 173], [106, 115, 158], [75, 89, 131], [65, 65, 94], [38, 49, 129], [88, 83, 92], [38, 101, 182], [99, 203, 248]]"
230,Non Non Biyori Nonstop,Renge Miyauchi (宮内 れんげ),5637,https://cdn.myanimelist.net/images/characters/15/288781.jpg,"[[221, 238, 252], [175, 195, 235], [126, 144, 186], [45, 57, 40], [87, 82, 95], [130, 119, 122], [49, 142, 63], [158, 129, 43], [51, 58, 159], [180, 135, 143], [152, 201, 143], [213, 178, 196], [231, 195, 216], [242, 210, 228], [133, 230, 250]]"
250,Bungou Stray Dogs Wan!,Osamu Dazai (太宰 治),35854,https://cdn.myanimelist.net/images/characters/5/307236.jpg,"[[203, 221, 238], [163, 183, 198], [131, 161, 179], [115, 145, 164], [93, 110, 122], [71, 85, 95], [47, 54, 65], [6, 10, 15], [25, 30, 35], [36, 42, 50], [139, 125, 113], [174, 170, 167], [209, 203, 193], [237, 240, 242], [254, 254, 254]]"
251,Bungou Stray Dogs Wan!,Atsushi Nakajima (中島 敦),2826,https://cdn.myanimelist.net/images/characters/12/307235.jpg,"[[201, 228, 238], [139, 157, 167], [4, 4, 7], [20, 22, 24], [41, 42, 42], [61, 68, 73], [84, 93, 99], [105, 116, 123], [125, 137, 145], [164, 171, 175], [178, 190, 197], [195, 208, 215], [215, 223, 228], [234, 235, 235], [254, 254, 254]]"
252,Bungou Stray Dogs Wan!,Chuuya Nakahara (中原 中也),9923,https://cdn.myanimelist.net/images/characters/16/305870.jpg,"[[195, 228, 246], [172, 202, 222], [118, 156, 192], [77, 113, 190], [97, 109, 123], [54, 81, 145], [53, 66, 91], [29, 45, 86], [16, 18, 20], [33, 37, 43], [77, 73, 74], [136, 142, 148], [177, 180, 183], [238, 238, 240], [254, 254, 254]]"
253,Bungou Stray Dogs Wan!,Ranpo Edogawa (江戸川 乱歩),7985,https://cdn.myanimelist.net/images/characters/5/303819.jpg,"[[195, 219, 237], [175, 193, 210], [117, 138, 159], [77, 89, 141], [68, 78, 122], [63, 70, 104], [36, 42, 64], [14, 13, 17], [33, 32, 37], [54, 49, 50], [114, 101, 104], [160, 156, 160], [190, 175, 175], [238, 240, 241], [254, 254, 254]]"
254,Bungou Stray Dogs Wan!,Ryuunosuke Akutagawa (芥川 龍之介),4719,https://cdn.myanimelist.net/images/characters/13/304494.jpg,"[[220, 228, 237], [7, 4, 62], [6, 4, 8], [19, 18, 19], [46, 45, 47], [75, 73, 76], [104, 97, 101], [128, 117, 122], [71, 150, 138], [152, 136, 144], [178, 155, 168], [202, 183, 192], [210, 211, 218], [240, 240, 240], [250, 251, 252]]"
255,Bungou Stray Dogs Wan!,Sakunosuke Oda (織田 作之助),2184,https://cdn.myanimelist.net/images/characters/16/313386.jpg,"[[192, 234, 241], [166, 207, 236], [169, 192, 202], [133, 169, 185], [100, 137, 170], [122, 137, 145], [88, 104, 123], [64, 62, 113], [52, 49, 95], [39, 38, 65], [20, 21, 43], [4, 5, 15], [70, 65, 77], [81, 75, 87], [253, 254, 254]]"
613,Jujutsu Kaisen,Satoru Gojou (五条 悟),61958,https://cdn.myanimelist.net/images/characters/15/422168.jpg,"[[180, 198, 234], [130, 134, 154], [18, 9, 8], [37, 26, 29], [45, 30, 3], [64, 48, 56], [66, 51, 6], [95, 79, 89], [105, 85, 11], [133, 94, 106], [150, 128, 9], [177, 164, 173], [208, 187, 195], [227, 217, 223], [244, 238, 243]]"
614,Jujutsu Kaisen,Yuuji Itadori (虎杖 悠仁),16760,https://cdn.myanimelist.net/images/characters/6/467646.jpg,"[[228, 241, 251], [194, 225, 251], [159, 182, 228], [122, 143, 195], [95, 101, 169], [63, 75, 121], [35, 33, 98], [25, 18, 78], [21, 13, 50], [18, 14, 19], [51, 35, 39], [99, 70, 63], [45, 38, 145], [146, 113, 106], [50, 50, 186]]"
615,Jujutsu Kaisen,Megumi Fushiguro (伏黒 恵),12728,https://cdn.myanimelist.net/images/characters/2/392689.jpg,"[[201, 230, 248], [167, 196, 223], [144, 164, 195], [68, 135, 182], [109, 122, 146], [46, 76, 133], [70, 79, 101], [31, 38, 72], [18, 10, 98], [6, 5, 38], [7, 1, 5], [25, 11, 10], [47, 26, 18], [90, 50, 18], [85, 176, 213]]"
616,Jujutsu Kaisen,Nobara Kugisaki (釘崎 野薔薇),10617,https://cdn.myanimelist.net/images/characters/12/422313.jpg,"[[201, 214, 242], [146, 158, 187], [76, 127, 181], [67, 108, 163], [67, 89, 125], [34, 54, 90], [32, 32, 110], [21, 24, 74], [10, 10, 45], [6, 4, 11], [32, 22, 22], [45, 31, 33], [57, 39, 41], [128, 79, 69], [45, 31, 151]]"
617,Jujutsu Kaisen,Kento Nanami (七海 建人),12627,https://cdn.myanimelist.net/images/characters/16/581424.jpg,"[[226, 245, 252], [208, 235, 247], [197, 228, 249], [192, 229, 236], [177, 221, 230], [160, 198, 209], [134, 164, 173], [99, 126, 136], [74, 99, 114], [57, 79, 87], [9, 15, 14], [32, 37, 31], [45, 61, 58], [116, 98, 65], [131, 111, 74]]"
618,Jujutsu Kaisen,Sukuna Ryoumen (両面 宿儺),12576,https://cdn.myanimelist.net/images/characters/6/431152.jpg,"[[196, 191, 247], [170, 160, 244], [45, 36, 114], [29, 17, 76], [19, 12, 16], [26, 17, 46], [57, 40, 87], [79, 56, 116], [64, 53, 148], [108, 80, 150], [91, 72, 186], [137, 115, 220], [207, 160, 236], [230, 188, 249], [248, 209, 250]]"
619,Jujutsu Kaisen,Maki Zenin (禪院 真希),8828,https://cdn.myanimelist.net/images/characters/3/440469.jpg,"[[208, 230, 252], [179, 192, 217], [137, 153, 188], [83, 90, 110], [16, 12, 6], [31, 29, 20], [56, 41, 34], [72, 75, 55], [27, 80, 34], [97, 96, 64], [113, 61, 55], [44, 125, 58], [126, 132, 138], [74, 153, 92], [172, 185, 161]]"
620,Jujutsu Kaisen,Toge Inumaki (狗巻 棘),7919,https://cdn.myanimelist.net/images/characters/4/521636.jpg,"[[196, 204, 219], [26, 28, 24], [39, 36, 31], [49, 45, 38], [63, 53, 44], [69, 78, 78], [98, 106, 100], [113, 66, 50], [122, 134, 141], [144, 149, 132], [154, 165, 167], [34, 170, 185], [181, 194, 191], [200, 206, 202], [222, 220, 212]]"
621,Jujutsu Kaisen,Yuuta Okkotsu (乙骨 憂太),7048,https://cdn.myanimelist.net/images/characters/10/461503.jpg,"[[225, 231, 247], [192, 207, 234], [149, 174, 212], [147, 146, 158], [90, 124, 195], [58, 39, 33], [54, 36, 68], [88, 65, 45], [102, 82, 70], [135, 120, 110], [137, 98, 51], [190, 186, 190], [195, 169, 133], [237, 219, 189], [247, 244, 245]]"
622,Jujutsu Kaisen,Suguru Getou (夏油 傑),5595,https://cdn.myanimelist.net/images/characters/4/524519.jpg,"[[182, 195, 219], [166, 181, 209], [152, 166, 195], [133, 146, 173], [100, 114, 142], [82, 94, 124], [59, 67, 86], [12, 50, 80], [34, 44, 61], [11, 9, 10], [34, 26, 26], [49, 45, 38], [67, 62, 53], [90, 82, 79], [123, 116, 98]]"
623,Higurashi no Naku Koro ni Gou,Rika Furude (古手 梨花),6385,https://cdn.myanimelist.net/images/characters/15/317398.jpg,"[[222, 231, 247], [136, 149, 186], [7, 1, 5], [49, 16, 24], [63, 47, 65], [84, 34, 41], [99, 74, 102], [114, 59, 68], [144, 89, 98], [161, 132, 134], [140, 103, 166], [179, 100, 115], [185, 114, 127], [195, 173, 205], [252, 246, 247]]"
624,Higurashi no Naku Koro ni Gou,Rena Ryuuguu (竜宮 レナ),6097,https://cdn.myanimelist.net/images/characters/13/264395.jpg,"[[239, 240, 253], [156, 203, 231], [195, 192, 207], [131, 144, 185], [64, 87, 155], [37, 56, 121], [20, 32, 88], [21, 8, 21], [122, 68, 71], [119, 112, 128], [199, 128, 126], [82, 115, 201], [210, 152, 151], [95, 132, 216], [254, 253, 254]]"
625,Higurashi no Naku Koro ni Gou,Shion Sonozaki (園崎 詩音),2478,https://cdn.myanimelist.net/images/characters/15/543531.jpg,"[[228, 234, 248], [149, 155, 185], [89, 125, 188], [22, 20, 17], [67, 47, 56], [70, 94, 52], [93, 87, 99], [104, 131, 82], [129, 147, 114], [157, 189, 133], [170, 200, 152], [191, 212, 176], [215, 192, 218], [233, 227, 224], [254, 253, 252]]"
626,Higurashi no Naku Koro ni Gou,Mion Sonozaki (園崎 魅音),2184,https://cdn.myanimelist.net/images/characters/10/442810.jpg,"[[191, 223, 246], [142, 228, 228], [157, 174, 213], [33, 46, 26], [67, 72, 71], [107, 121, 110], [81, 125, 52], [129, 147, 151], [115, 166, 71], [82, 82, 173], [94, 173, 30], [137, 174, 101], [168, 175, 168], [206, 209, 204], [241, 244, 244]]"
636,Hanyou no Yashahime: Sengoku Otogizoushi,Inuyasha  (犬夜叉),7283,https://cdn.myanimelist.net/images/characters/4/89606.jpg,"[[204, 222, 245], [168, 193, 215], [118, 158, 208], [35, 32, 122], [18, 16, 79], [21, 10, 22], [69, 48, 57], [100, 85, 102], [130, 122, 133], [45, 40, 162], [180, 156, 155], [69, 63, 202], [210, 195, 186], [61, 56, 233], [251, 251, 251]]"
637,Hanyou no Yashahime: Sengoku Otogizoushi,Sesshoumaru  (殺生丸),7173,https://cdn.myanimelist.net/images/characters/14/41081.jpg,"[[185, 231, 252], [133, 127, 163], [40, 37, 87], [30, 16, 20], [85, 46, 40], [98, 74, 67], [102, 88, 119], [147, 102, 100], [177, 121, 115], [188, 148, 138], [201, 180, 171], [100, 104, 237], [240, 226, 212], [252, 252, 253], [254, 252, 237]]"
