,year,season,jp_title,en_title,img,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Themes,Theme,Genre,German,Spanish,French
0,2023,fall,Sousou no Frieren,Frieren: Beyond Journey's End,https://cdn.myanimelist.net/images/anime/1015/138006.jpg,"Frieren at the Funeral, Frieren The Slayer",葬送のフリーレン,Frieren,TV,28,Finished Airing,"Sep 29, 2023 to Mar 22, 2024",Fall 2023,Fridays at 23,"Aniplex,       Dentsu,       Shogakukan-Shueisha Productions,       Nippon Television Network,       TOHO animation,       Shogakukan",Crunchyroll,Madhouse,Manga,"AdventureAdventure,         DramaDrama,         FantasyFantasy",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"9.311 (scored by 601639601,639 users)
      


1
          indicates a weighted score.","#12

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#162,"1,033,004","63,025",,,,,,
1,2023,fall,Spy x Family Season 2,,https://cdn.myanimelist.net/images/anime/1506/138982.jpg,,SPY×FAMILY Season 2,,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 23,"TV Tokyo,       Shogakukan-Shueisha Productions,       TOHO animation,       Shueisha,       Studio Easter","None found, add some","Wit Studio,       CloverWorks",Manga,"ActionAction,         ComedyComedy",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 264502264,502 users)
      


1
          indicates a weighted score.","#5892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#410,"571,135","3,606","ChildcareChildcare,         Super PowerSuper Power",,,,,
2,2023,fall,Kusuriya no Hitorigoto,The Apothecary Diaries,https://cdn.myanimelist.net/images/anime/1708/138033.jpg,"The Pharmacist's Monologue, Drugstore Soliloquy",薬屋のひとりごと,The Apothecary Diaries,TV,24,Finished Airing,"Oct 22, 2023 to Mar 24, 2024",Fall 2023,Sundays at 01,"Dentsu,       Square Enix,       Nippon Television Network,       TOHO animation,       Shogakukan,       Imagica Infos",Crunchyroll,"OLM,       TOHO animation STUDIO",Light novel,"DramaDrama,         MysteryMystery",,22 min. per ep.,PG-13 - Teens 13 or older,"8.881 (scored by 295826295,826 users)
      


1
          indicates a weighted score.","#232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#421,"564,467","16,823","HistoricalHistorical,         MedicalMedical",,,,,
3,2023,fall,Tate no Yuusha no Nariagari Season 3,The Rising of the Shield Hero Season 3,https://cdn.myanimelist.net/images/anime/1317/139802.jpg,"Tate no Yuusha no Nariagari 3rd Season, The Rising of the Shield Hero 3rd Season",盾の勇者の成り上がり Season 3,The Rising of the Shield Hero Season 3,TV,12,Finished Airing,"Oct 6, 2023 to Dec 22, 2023",Fall 2023,Fridays at 21,"Frontier Works,       AT-X,       Nippon Columbia,       NTT Docomo,       Glovision,       Good Smile Company,       Sammy,       Crunchyroll,       Kadokawa","None found, add some",Kinema Citrus,Light novel,"ActionAction,         AdventureAdventure,         DramaDrama,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"7.101 (scored by 129334129,334 users)
      


1
          indicates a weighted score.","#39242

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#504,"472,586","6,098",,IsekaiIsekai,,,,
4,2023,fall,Kage no Jitsuryokusha ni Naritakute! 2nd Season,The Eminence in Shadow Season 2,https://cdn.myanimelist.net/images/anime/1938/138295.jpg,Shadow Garden 2nd Season,陰の実力者になりたくて！ 2nd Season,The Eminence in Shadow Season 2,TV,12,Finished Airing,"Oct 4, 2023 to Dec 20, 2023",Fall 2023,Wednesdays at 22,"AT-X,       Magic Capsule,       BS NTV,       Kadokawa,       NewGin,       Aiming",Sentai Filmworks,Nexus,Light novel,"ActionAction,         ComedyComedy,         FantasyFantasy",,23 min. per ep.,R - 17+ (violence & profanity),"8.311 (scored by 242438242,438 users)
      


1
          indicates a weighted score.","#2712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#543,"446,320","4,840","IsekaiIsekai,         ReincarnationReincarnation",,,,,
5,2023,fall,Goblin Slayer II,,https://cdn.myanimelist.net/images/anime/1100/138338.jpg,Goblin Slayer 2nd Season,ゴブリンスレイヤーⅡ,,TV,12,Finished Airing,"Oct 6, 2023 to Dec 22, 2023",Fall 2023,Fridays at 22,"Sony Pictures Entertainment,       Frontier Works,       AT-X,       Bushiroad,       Hakuhodo DY Music & Pictures,       Good Smile Film,       SB Creative",Crunchyroll,LIDENFILMS,Light novel,"ActionAction,         AdventureAdventure,         FantasyFantasy",,23 min. per ep.,R - 17+ (violence & profanity),"7.201 (scored by 129769129,769 users)
      


1
          indicates a weighted score.","#33592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#659,"379,188","3,157",,GoreGore,,,,
6,2023,fall,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,https://cdn.myanimelist.net/images/anime/1500/139931.jpg,Shangri-La Frontier,シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～,Shangri-La Frontier,TV,25,Finished Airing,"Oct 1, 2023 to Mar 31, 2024",Fall 2023,Sundays at 17,"Dentsu,       Mainichi Broadcasting System,       Kodansha,       flying DOG,       Sammy,       Crunchyroll,       Tencent Japan,       Netmarble","None found, add some",C2C,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",ShounenShounen,25 min. per ep.,PG-13 - Teens 13 or older,"8.081 (scored by 180571180,571 users)
      


1
          indicates a weighted score.","#5442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#694,"362,047","2,936",,Video GameVideo Game,,,,
7,2023,fall,Dr. Stone: New World Part 2,,https://cdn.myanimelist.net/images/anime/1236/138696.jpg,Dr. Stone 3rd Season Part 2,Dr.STONE NEW WORLD,,TV,11,Finished Airing,"Oct 12, 2023 to Dec 21, 2023",Fall 2023,Thursdays at 22,"TOHO animation,       Shueisha",Crunchyroll,TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         Sci-FiSci-Fi",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.321 (scored by 174505174,505 users)
      


1
          indicates a weighted score.","#2612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#747,"341,318","1,502",,,,,,
8,2023,fall,Undead Unluck,,https://cdn.myanimelist.net/images/anime/1136/138410.jpg,,アンデッドアンラック,,TV,24,Finished Airing,"Oct 7, 2023 to Mar 23, 2024",Fall 2023,Saturdays at 01,"TMS Entertainment,       Mainichi Broadcasting System,       Magic Capsule,       Shueisha","None found, add some",David Production,Manga,"ActionAction,         ComedyComedy",ShounenShounen,23 min. per ep.,R - 17+ (violence & profanity),"7.761 (scored by 105910105,910 users)
      


1
          indicates a weighted score.","#11432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#857,"305,412","1,739",,Super PowerSuper Power,,,,
9,2023,fall,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",https://cdn.myanimelist.net/images/anime/1812/136764.jpg,Hyakkano,君のことが大大大大大好きな100人の彼女,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 22,"Lantis,       Movic,       Bushiroad,       Tokyo MX,       Shueisha,       NetEase,       Bushiroad Move,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Bibury Animation Studios,Manga,"ComedyComedy,         RomanceRomance",SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"7.721 (scored by 135561135,561 users)
      


1
          indicates a weighted score.","#12382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#959,"269,858","2,617","HaremHarem,         ParodyParody,         SchoolSchool",,,,,
10,2023,fall,Ragna Crimson,,https://cdn.myanimelist.net/images/anime/1763/140359.jpg,,ラグナクリムゾン,,TV,24,Finished Airing,"Oct 1, 2023 to Mar 31, 2024",Fall 2023,Sundays at 01,"Square Enix,       Mainichi Broadcasting System,       Movic,       King Records,       BS11,       NewGin,       GREE Entertainment",Sentai Filmworks,SILVER LINK.,Manga,"ActionAction,         FantasyFantasy",ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity),"7.551 (scored by 8583385,833 users)
      


1
          indicates a weighted score.","#17612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1108,"234,679","1,412",,,,,,
11,2023,fall,Tokyo Revengers: Tenjiku-hen,Tokyo Revengers: Tenjiku Arc,https://cdn.myanimelist.net/images/anime/1853/139843.jpg,Tokyo Revengers Third Season,東京リベンジャーズ 天竺編,Tokyo Revengers,TV,13,Finished Airing,"Oct 4, 2023 to Dec 27, 2023",Fall 2023,Wednesdays at 00,"Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       AT-X,       Ultra Super Pictures,       Studio Mausu,       Sammy","None found, add some",LIDENFILMS,Manga,"ActionAction,         DramaDrama",ShounenShounen,23 min. per ep.,R - 17+ (violence & profanity),"7.821 (scored by 9762897,628 users)
      


1
          indicates a weighted score.","#10022

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1173,"222,140","1,504","DelinquentsDelinquents,         Time TravelTime Travel",,,,,
12,2023,fall,Boushoku no Berserk,Berserk of Gluttony,https://cdn.myanimelist.net/images/anime/1951/138462.jpg,,暴食のベルセルク,Berserk of Gluttony,TV,12,Finished Airing,"Oct 5, 2023 to Dec 21, 2023",Fall 2023,Thursdays at 01,"Genco,       Pony Canyon,       BS11,       Crunchyroll,       U-NEXT,       Muse Communication,       Micro Magazine Publishing,       HIAN","None found, add some",A.C.G.T.,Light novel,"ActionAction,         AdventureAdventure,         FantasyFantasy",,23 min. per ep.,R - 17+ (violence & profanity),"6.731 (scored by 106770106,770 users)
      


1
          indicates a weighted score.","#57372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1198,"215,972",899,,,,,,
13,2023,fall,Hametsu no Oukoku,The Kingdoms of Ruin,https://cdn.myanimelist.net/images/anime/1610/138189.jpg,,はめつのおうこく,The Kingdoms of Ruin,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 01,"Mainichi Broadcasting System,       Nikkatsu,       Mag Garden,       RAY,       Nichion,       arma bianca,       NetEase,       CTW","None found, add some",Yokohama Animation Laboratory,Manga,"ActionAction,         DramaDrama,         FantasyFantasy,         Sci-FiSci-Fi",ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity),"6.221 (scored by 8058880,588 users)
      


1
          indicates a weighted score.","#87612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1247,"206,245",969,,GoreGore,,,,
14,2023,fall,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",Our Dating Story: The Experienced You and The Inexperienced Me,https://cdn.myanimelist.net/images/anime/1848/140019.jpg,Kimizero,経験済みなキミと、 経験ゼロなオレが、 お付き合いする話。,Our Dating Story,TV,12,Finished Airing,"Oct 6, 2023 to Dec 22, 2023",Fall 2023,Fridays at 22,"Pony Canyon,       AT-X,       Glovision,       Docomo Anime Store,       Sammy,       Sun TV,       Kadokawa","None found, add some",ENGI,Light novel,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.751 (scored by 8494684,946 users)
      


1
          indicates a weighted score.","#56282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1303,"195,992","1,507",,SchoolSchool,RomanceRomance,,,
15,2023,fall,Seiken Gakuin no Makentsukai,The Demon Sword Master of Excalibur Academy,https://cdn.myanimelist.net/images/anime/1506/138529.jpg,Magic Sword Master of Holy Sword School,聖剣学院の魔剣使い,The Demon Sword Master of Excalibur Academy,TV,12,Finished Airing,"Oct 3, 2023 to Dec 19, 2023",Fall 2023,Tuesdays at 01,"MediaNet,       Nippon Columbia,       KlockWorx,       BS Fuji,       NBCUniversal Entertainment Japan,       Kadokawa,       CTW,       Plus Seven",Sentai Filmworks,Passione,Light novel,"ActionAction,         FantasyFantasy",,23 min. per ep.,R - 17+ (violence & profanity),"6.201 (scored by 6139161,391 users)
      


1
          indicates a weighted score.","#88512

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1591,"156,537",840,"HaremHarem,         ReincarnationReincarnation,         SchoolSchool",,,,,
16,2023,fall,Kikansha no Mahou wa Tokubetsu desu,A Returner's Magic Should Be Special,https://cdn.myanimelist.net/images/anime/1222/145668.jpg,"Gwihwanja-ui Mabeop-eun Teukbyeol-haeya Hamnida, 귀환자의 마법은 특별해야 합니다",帰還者の魔法は特別です,A Returner's Magic Should Be Special,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 00,"Aniplex,       Magic Capsule,       Crunchyroll,       D&C WEBTOON Biz,       Kakao piccoma","None found, add some",Arvo Animation,Web manga,"ActionAction,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"7.061 (scored by 7217372,173 users)
      


1
          indicates a weighted score.","#41022

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1636,"151,169",457,"SchoolSchool,         Time TravelTime Travel",,,,,
17,2023,fall,Kamonohashi Ron no Kindan Suiri,Ron Kamonohashi's Forbidden Deductions,https://cdn.myanimelist.net/images/anime/1799/137123.jpg,Ron Kamonohashi,鴨乃橋ロンの禁断推理,Ron Kamonohashi's Forbidden Deductions,TV,13,Finished Airing,"Oct 2, 2023 to Dec 25, 2023",Fall 2023,Mondays at 22,"Movic,       AT-X,       Shueisha,       Toy's Factory,       Kadokawa,       Bit grooove promotion","None found, add some",Diomedéa,Manga,"ComedyComedy,         MysteryMystery",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.501 (scored by 5095450,954 users)
      


1
          indicates a weighted score.","#19732

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1668,"147,333",979,"Adult CastAdult Cast,         DetectiveDetective",,,,,
18,2023,fall,Saihate no Paladin: Tetsusabi no Yama no Ou,The Faraway Paladin: The Lord of the Rust Mountains,https://cdn.myanimelist.net/images/anime/1031/138515.jpg,Saihate no Paladin 2nd Season,最果てのパラディン 鉄錆の山の王,The Faraway Paladin,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 22,"DAX Production,       Docomo Anime Store,       bilibili,       Overlap","None found, add some","OLM,       Sunrise Beyond",Light novel,"ActionAction,         AdventureAdventure,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"7.431 (scored by 4332743,327 users)
      


1
          indicates a weighted score.","#22242

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1823,"130,579",378,"IsekaiIsekai,         ReincarnationReincarnation",,,,,
19,2023,fall,Dead Mount Death Play Part 2,,https://cdn.myanimelist.net/images/anime/1005/139809.jpg,Dead Mount Death Play 2nd Season,デッドマウント・デスプレイ,,TV,12,Finished Airing,"Oct 10, 2023 to Dec 26, 2023",Fall 2023,Tuesdays at 00,"Square Enix,       Movic,       Half H.P Studio,       F.M.F,       King Records,       Crunchyroll,       Kadokawa Media House,       Geek Pictures","None found, add some",Geek Toys,Manga,"ActionAction,         FantasyFantasy",SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"7.451 (scored by 5515855,158 users)
      


1
          indicates a weighted score.","#21712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1835,"129,313",374,"ReincarnationReincarnation,         Urban FantasyUrban Fantasy",,,,,
20,2023,fall,Watashi no Oshi wa Akuyaku Reijou.,I'm in Love with the Villainess,https://cdn.myanimelist.net/images/anime/1531/137711.jpg,"I'm in Love with the Villainess, WataOshi",私の推しは悪役令嬢。,I'm in Love with the Villainess,TV,12,Finished Airing,"Oct 3, 2023 to Dec 19, 2023",Fall 2023,Tuesdays at 00,"Asmik Ace,       King Records,       Ichijinsha","None found, add some",Platinum Vision,Light novel,"ComedyComedy,         FantasyFantasy,         Girls LoveGirls Love",,24 min. per ep.,PG-13 - Teens 13 or older,"7.341 (scored by 5870158,701 users)
      


1
          indicates a weighted score.","#26542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1871,"127,201","1,173","IsekaiIsekai,         SchoolSchool,         VillainessVillainess",,,,,
21,2023,fall,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness,https://cdn.myanimelist.net/images/anime/1720/139131.jpg,Ikenaikyo,婚約破棄された令嬢を拾った俺が、イケナイことを教え込む,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness,TV,12,Finished Airing,"Oct 4, 2023 to Dec 20, 2023",Fall 2023,Wednesdays at 22,"Pony Canyon,       KlockWorx,       bilibili,       Yomiuri TV Enterprise,       Aoni Production,       arma bianca,       Shufu to Seikatsusha","None found, add some","Zero-G,       Digital Network Animation",Light novel,"ComedyComedy,         FantasyFantasy,         RomanceRomance",,23 min. per ep.,PG-13 - Teens 13 or older,"7.161 (scored by 4673146,731 users)
      


1
          indicates a weighted score.","#35632

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1927,"121,589",517,,,,,,
22,2023,fall,Hikikomari Kyuuketsuki no Monmon,The Vexations of a Shut-In Vampire Princess,https://cdn.myanimelist.net/images/anime/1032/137893.jpg,The Shut-In Vampire Princess' Worries,ひきこまり吸血姫の悶々,The Vexations of a Shut-In Vampire Princess,TV,12,Finished Airing,"Oct 7, 2023 to Dec 30, 2023",Fall 2023,Saturdays at 22,"NBCUniversal Entertainment Japan,       Tokyo MX,       DMM.com,       Kadokawa Media House,       BS NTV,       Good Smile Film,       Bit grooove promotion,       SB Creative,       Yostar",Sentai Filmworks,Project No.9,Light novel,"ComedyComedy,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"7.151 (scored by 4462244,622 users)
      


1
          indicates a weighted score.","#36632

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1953,"119,271",787,,VampireVampire,,,,
23,2023,fall,Kanojo mo Kanojo Season 2,"Girlfriend, Girlfriend Season 2",https://cdn.myanimelist.net/images/anime/1063/137100.jpg,Kanokano,カノジョも彼女 Season 2,"Girlfriend, Girlfriend Season 2",TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 02,"Mainichi Broadcasting System,       Kodansha,       Half H.P Studio,       Nikkatsu,       NBCUniversal Entertainment Japan,       Nichion,       Myrica Music,       NTV Wands","None found, add some",SynergySP,Manga,"ComedyComedy,         RomanceRomance",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.011 (scored by 4824448,244 users)
      


1
          indicates a weighted score.","#43272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2061,"111,498",411,"HaremHarem,         SchoolSchool",,,,,
24,2023,fall,Mahoutsukai no Yome Season 2 Part 2,The Ancient Magus' Bride Season 2 Part 2,https://cdn.myanimelist.net/images/anime/1518/136823.jpg,,魔法使いの嫁 SEASON2 第2クール,The Ancient Magus' Bride Season 2 Part 2,TV,12,Finished Airing,"Oct 5, 2023 to Dec 21, 2023",Fall 2023,Thursdays at 22,"flying DOG,       bilibili,       Mag Garden,       Chiptune,       Twin Engine",Crunchyroll,Studio Kafka,Manga,"DramaDrama,         FantasyFantasy,         RomanceRomance",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.901 (scored by 4285642,856 users)
      


1
          indicates a weighted score.","#8232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2116,"106,993",315,"MythologyMythology,         SchoolSchool,         Urban FantasyUrban Fantasy",,,,,
25,2023,fall,Seijo no Maryoku wa Bannou desu Season 2,The Saint's Magic Power is Omnipotent Season 2,https://cdn.myanimelist.net/images/anime/1077/136855.jpg,"Seijo no Maryoku wa Bannou desu 2nd Season, The power of the saint is all around Season 2",聖女の魔力は万能です Season2,The Saint's Magic Power is Omnipotent Season 2,TV,12,Finished Airing,"Oct 3, 2023 to Dec 19, 2023",Fall 2023,Tuesdays at 23,"Lantis,       Movic,       AT-X,       NTT Plala,       Kadokawa,       Bit grooove promotion,       Bandai Namco Music Live",Crunchyroll,Diomedéa,Light novel,"FantasyFantasy,         RomanceRomance",,23 min. per ep.,PG-13 - Teens 13 or older,"7.431 (scored by 3805638,056 users)
      


1
          indicates a weighted score.","#22402

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2290,"95,187",349,"IsekaiIsekai,         MedicalMedical",,,,,
26,2023,fall,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,My Daughter Left the Nest and Returned an S-Rank Adventurer,https://cdn.myanimelist.net/images/anime/1563/139990.jpg,S-Rank Musume,冒険者になりたいと都に出て行った娘がSランクになってた,My Daughter Left the Nest and Returned an S-Rank Adventurer,TV,13,Finished Airing,"Sep 28, 2023 to Dec 21, 2023",Fall 2023,Thursdays at 23,"AT-X,       Earth Star Entertainment,       NBCUniversal Entertainment Japan,       bilibili,       Good Smile Film,       Bushiroad Move","None found, add some",Typhoon Graphics,Light novel,"ActionAction,         AdventureAdventure,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"6.761 (scored by 3971639,716 users)
      


1
          indicates a weighted score.","#55662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2316,"93,351",208,,,,,,
27,2023,fall,Migi to Dali,Migi & Dali,https://cdn.myanimelist.net/images/anime/1845/134817.jpg,,ミギとダリ,Migi & Dali,TV,13,Finished Airing,"Oct 2, 2023 to Dec 25, 2023",Fall 2023,Mondays at 22,"Sotsu,       Toei Video,       AT-X,       flying DOG,       Nikkatsu,       Live Viewing Japan,       Bit grooove promotion,       NetEase","None found, add some","Geek Toys,       CompTown",Manga,"ComedyComedy,         MysteryMystery,         SuspenseSuspense",SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"7.721 (scored by 3491434,914 users)
      


1
          indicates a weighted score.","#12432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2358,"90,468",589,,,,,,
28,2023,fall,Toaru Ossan no VRMMO Katsudouki,A Playthrough of a Certain Dude's VRMMO Life,https://cdn.myanimelist.net/images/anime/1233/138531.jpg,A Certain Middle-Aged Man's VRMMO Activity Log,とあるおっさんのVRMMO活動記,A Playthrough of a Certain Dude's VRMMO Life,TV,12,Finished Airing,"Oct 3, 2023 to Dec 19, 2023",Fall 2023,Tuesdays at 01,"Yomiko Advertising,       KlockWorx,       King Records,       Stay Luck,       AlphaPolis","None found, add some",Maho Film,Light novel,"ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"6.391 (scored by 3979839,798 users)
      


1
          indicates a weighted score.","#77432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2367,"89,790",207,,Video GameVideo Game,,,,
29,2023,fall,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",Tearmoon Empire,https://cdn.myanimelist.net/images/anime/1901/139910.jpg,Tearmoon Empire Story,ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～,Tearmoon Empire,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 01,"Mainichi Broadcasting System,       Movic,       King Records,       BS11,       TO Books,       Bit grooove promotion","None found, add some",SILVER LINK.,Light novel,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.211 (scored by 4045640,456 users)
      


1
          indicates a weighted score.","#32952

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2461,"84,766",312,"Time TravelTime Travel,         VillainessVillainess",,ComedyComedy,,,
30,2023,fall,Nanatsu no Taizai: Mokushiroku no Yonkishi,The Seven Deadly Sins: Four Knights of the Apocalypse,https://cdn.myanimelist.net/images/anime/1229/141256.jpg,,七つの大罪  黙示録の四騎士,The Seven Deadly Sins,TV,24,Finished Airing,"Oct 8, 2023 to Mar 31, 2024",Fall 2023,Sundays at 16,"VAP,       Dentsu,       TMS Entertainment,       TBS,       Kodansha,       Movic,       Sammy,       Marui Group,       Unlimited Produce by TMS","None found, add some",Telecom Animation Film,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.271 (scored by 2196221,962 users)
      


1
          indicates a weighted score.","#29872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2552,"80,091",417,,,,,,
31,2023,fall,Ojou to Banken-kun,A Girl & Her Guard Dog,https://cdn.myanimelist.net/images/anime/1016/139805.jpg,A Girl and Her Guard Dog,お嬢と番犬くん,A Girl & Her Guard Dog,TV,13,Finished Airing,"Sep 29, 2023 to Dec 22, 2023",Fall 2023,Fridays at 00,"Yomiuri Telecasting,       Pony Canyon,       Kodansha,       Crunchyroll,       Bit grooove promotion,       BS Asahi,       CHOCOLATE","None found, add some",Project No.9,Manga,,ShoujoShoujo,23 min. per ep.,PG-13 - Teens 13 or older,"5.671 (scored by 2736327,363 users)
      


1
          indicates a weighted score.","#115492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2562,"79,087",506,"Organized CrimeOrganized Crime,         SchoolSchool",,RomanceRomance,,,
32,2023,fall,MF Ghost,,https://cdn.myanimelist.net/images/anime/1249/132348.jpg,,MFゴースト,,TV,12,Finished Airing,"Oct 2, 2023 to Dec 18, 2023",Fall 2023,Mondays at 00,"Animax,       Kodansha,       Avex Pictures,       Sammy,       Crunchyroll,       Techno Sound","None found, add some",Felix Film,Manga,,SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"7.561 (scored by 3353133,531 users)
      


1
          indicates a weighted score.","#17382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2633,"75,662",681,,RacingRacing,,,,
33,2023,fall,Shy,,https://cdn.myanimelist.net/images/anime/1114/136742.jpg,,シャイ,Shy,TV,12,Finished Airing,"Oct 3, 2023 to Dec 19, 2023",Fall 2023,Tuesdays at 00,"TV Tokyo,       Akita Shoten,       Bandai Spirits,       ADK Marketing Solutions,       Bandai Namco Filmworks,       Bandai Namco Music Live,       Yostar","None found, add some",8bit,Manga,"ActionAction,         DramaDrama",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.711 (scored by 2530125,301 users)
      


1
          indicates a weighted score.","#58582

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2643,"75,146",213,,Super PowerSuper Power,,,,
34,2023,fall,Under Ninja,,https://cdn.myanimelist.net/images/anime/1915/137896.jpg,,アンダーニンジャ,,TV,12,Finished Airing,"Oct 6, 2023 to Dec 22, 2023",Fall 2023,Fridays at 01,"Pony Canyon,       TBS,       Kodansha,       DAX Production,       BS11,       Crunchyroll,       MAGNET,       NetEase","None found, add some",Tezuka Productions,Manga,,SeinenSeinen,24 min. per ep.,R - 17+ (violence & profanity),"6.891 (scored by 2397623,976 users)
      


1
          indicates a weighted score.","#49032

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2710,"72,633",326,,,ActionAction,,,
