,year,season,jp_title,en_title,img,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Theme,Synonyms,Genre,German,Spanish,French
74,2023,winter,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,サザエさん,Mrs. Sazae,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Sundays at 18,Fuji TV,"None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,24 min.,G - All Ages,"6.141 (scored by 19341,934 users)
      


1
          indicates a weighted score.","#91842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7123,"8,791",39,,,,,,
75,2023,winter,Shadowverse Flame,,https://cdn.myanimelist.net/images/anime/1877/122972.jpg,シャドウバースF（フレイム）,Shadowverse Flame,TV,50,Finished Airing,"Apr 2, 2022 to Mar 25, 2023",Spring 2022,Saturdays at 09,Sonilude,"None found, add some",Zexcs,Card game,,,,24 min. per ep.,PG-13 - Teens 13 or older,"6.741 (scored by 15791,579 users)
      


1
          indicates a weighted score.","#56802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7853,"6,857",36,Strategy GameStrategy Game,Shadowverse F,FantasyFantasy,,,
76,2023,winter,Chibi Maruko-chan (1995),Little Miss Maruko,https://cdn.myanimelist.net/images/anime/1108/100604.jpg,ちびまる子ちゃん,Little Miss Maruko,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Sundays at 18,"Ajia-do,       Fuji TV,       Sakura Production","None found, add some",Nippon Animation,Manga,,,ShoujoShoujo,23 min.,G - All Ages,"7.341 (scored by 21732,173 users)
      


1
          indicates a weighted score.","#26382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7914,"6,749",61,SchoolSchool,Maruko-chan,ComedyComedy,,Chibi Maruko-chan,
77,2023,winter,Yu☆Gi☆Oh! Go Rush!!,,https://cdn.myanimelist.net/images/anime/1690/140394.jpg,遊☆戯☆王ゴーラッシュ!!,,TV,Unknown,Currently Airing,"Apr 3, 2022 to ?",Spring 2022,Sundays at 07,"TV Tokyo,       Konami,       Shueisha","None found, add some",Bridge,Card game,"ActionAction,         FantasyFantasy",,,24 min.,PG-13 - Teens 13 or older,"5.661 (scored by 11391,139 users)
      


1
          indicates a weighted score.","#115852

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7920,"6,743",52,Strategy GameStrategy Game,Yuu Gi Ou,,,,
78,2023,winter,Chiikawa,,https://cdn.myanimelist.net/images/anime/1783/121944.jpg,ちいかわ,,TV,Unknown,Currently Airing,"Apr 4, 2022 to ?",Spring 2022,Fridays at 07,"None found, add some",Sentai Filmworks,Doga Kobo,Web manga,,,SeinenSeinen,1 min.,G - All Ages,"7.591 (scored by 14911,491 users)
      


1
          indicates a weighted score.","#16022

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8303,"5,984",138,,,ComedyComedy,,,
79,2023,winter,Megaton-kyuu Musashi 2nd Season,Megaton Musashi Season 2,https://cdn.myanimelist.net/images/anime/1207/127832.jpg,メガトン級ムサシ,Megaton Musashi Season 2,TV,15,Finished Airing,"Oct 7, 2022 to Mar 17, 2023",Fall 2022,Fridays at 22,"None found, add some","None found, add some",OLM,Mixed media,"ActionAction,         Sci-FiSci-Fi","MechaMecha,         SchoolSchool",,27 min. per ep.,PG-13 - Teens 13 or older,"6.551 (scored by 13681,368 users)
      


1
          indicates a weighted score.","#67652

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#9038,"4,795",16,,,,,,
80,2023,winter,Bonobono (TV 2016),Bono Bono,https://cdn.myanimelist.net/images/anime/13/77617.jpg,ぼのぼの,Bono Bono,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?",Spring 2016,Saturdays at 04,"Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,5 min.,G - All Ages,"6.371 (scored by 759759 users)
      


1
          indicates a weighted score.","#78892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10226,"3,275",19,AnthropomorphicAnthropomorphic,,,Bono Bono,Bono Bono,Bono Bono
81,2023,winter,Ninjala (TV),,https://cdn.myanimelist.net/images/anime/1552/119871.jpg,ニンジャラ,,TV,Unknown,Currently Airing,"Jan 8, 2022 to ?",Winter 2022,Saturdays at 07,TV Tokyo,Sentai Filmworks,OLM,Game,,,,23 min.,PG - Children,"5.571 (scored by 424424 users)
      


1
          indicates a weighted score.","#119012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10490,"3,039",24,,,ActionAction,,,
82,2023,winter,Shikaru Neko,,https://cdn.myanimelist.net/images/anime/1008/113384.jpg,しかるねこ,,TV,Unknown,Currently Airing,"Mar 22, 2021 to ?",Spring 2021,Unknown,"None found, add some","None found, add some","None found, add some",Manga,,,,30 sec.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11244,"2,432",17,,,Slice of LifeSlice of Life,,,
83,2023,winter,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,https://cdn.myanimelist.net/images/anime/6/72182.jpg,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,TV,Unknown,Currently Airing,"Nov 16, 2012 to ?",Fall 2012,Not scheduled once per week,"None found, add some","None found, add some","None found, add some",Original,"ComedyComedy,         Slice of LifeSlice of Life",,,2 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#167992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13282,"1,294",0,,Kamiusagi Rope 4,,,,
84,2023,winter,Mamekichi Mameko NEET no Nichijou,Mameko Mamekichi's NEET Everyday Life,https://cdn.myanimelist.net/images/anime/1920/127864.jpg,まめきちまめこニートの日常,Mameko Mamekichi's NEET Everyday Life,TV,48,Finished Airing,"Oct 3, 2022 to Apr 3, 2023",Fall 2022,Not scheduled once per week,"None found, add some","None found, add some",Tezuka Productions,Web manga,,,,1 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#174962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14241,"1,004",3,,,ComedyComedy,,,
85,2023,winter,Shiawase Haitatsu Taneko,,https://cdn.myanimelist.net/images/anime/2/28900.jpg,しあわせ配達おみくじタネコ,,TV,Unknown,Currently Airing,"Mar 26, 2011 to ?",Spring 2011,Not scheduled once per week,"None found, add some","None found, add some",Kachidoki Studio,Original,,,,Unknown,None,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141752

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14312,980,4,,,ComedyComedy,,,
86,2023,winter,Uchuu Nanchara Kotetsu-kun,Space Academy,https://cdn.myanimelist.net/images/anime/1226/112286.jpg,宇宙なんちゃらこてつくん,Space Academy,TV,64,Finished Airing,"Apr 7, 2021 to Feb 23, 2023",Spring 2021,Thursdays at 18,"None found, add some","None found, add some",Fanworks,Web manga,"ComedyComedy,         Sci-FiSci-Fi",,,9 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#150872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14749,873,3,SpaceSpace,,,,,
87,2023,winter,Manul no Yuube,,https://cdn.myanimelist.net/images/anime/1980/96936.jpg,マヌ～ルのゆうべ,,TV,Unknown,Currently Airing,"Nov 11, 2018 to ?",Fall 2018,Sundays at Unknown,NHK,"None found, add some","None found, add some",Web manga,,,,1 min.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#175272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15779,654,1,,,Slice of LifeSlice of Life,,,
88,2023,winter,Chickip Dancers 2nd Season,,https://cdn.myanimelist.net/images/anime/1869/129078.jpg,チキップダンサーズ,,TV,26,Finished Airing,"Sep 27, 2022 to Mar 28, 2023",Fall 2022,Tuesdays at 08,"None found, add some","None found, add some",Fanworks,Other,,,,5 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#199002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17940,422,2,,,Slice of LifeSlice of Life,,,
89,2023,winter,Shin Nippon History,,https://cdn.myanimelist.net/images/anime/1433/134811.jpg,新ニッポンヒストリー,,TV,Unknown,Currently Airing,"Jan 6, 2020 to ?",Winter 2020,Mondays at 01,"None found, add some","None found, add some","None found, add some",Original,,,,23 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#142302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18533,377,0,HistoricalHistorical,Shin Nippon History,ComedyComedy,,,
90,2023,winter,Madtoy Chatty,,https://cdn.myanimelist.net/images/anime/1292/125603.jpg,マッドトイチャッティ,,TV,50,Finished Airing,"Apr 20, 2022 to Apr 26, 2023",Spring 2022,Wednesdays at 02,CHANCE iN,"None found, add some",Kachidoki Studio,Original,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#174482

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19182,331,0,,,ComedyComedy,,,
91,2023,winter,Alssongdalssong Catch! Tiniping,Secret Catch! Teenieping,https://cdn.myanimelist.net/images/anime/1368/144626.jpg,알쏭달쏭 캐치! 티니핑,Secret Catch! Teenieping,TV,26,Finished Airing,"Sep 14, 2022 to Mar 8, 2023",Fall 2022,Unknown,"None found, add some","None found, add some",SAMG Entertainment,Original,,"Mahou ShoujoMahou Shoujo,         SchoolSchool",,11 min. per ep.,PG - Children,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#191692

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19765,296,1,,,FantasyFantasy,,,
92,2023,winter,Youkoso Ninchishou Sekai e,,https://cdn.myanimelist.net/images/anime/1573/142457.jpg,ようこそ認知症世界へ,,TV,Unknown,Currently Airing,"Aug 14, 2022 to ?",Summer 2022,Unknown,NHK,"None found, add some","None found, add some",Original,"AdventureAdventure,         Slice of LifeSlice of Life",,,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#160982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20734,242,0,EducationalEducational,,,,,
