,year,season,jp_title,en_title,img,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genres,Theme,German,Spanish,French
25,2024,summer,Mob kara Hajimaru Tansaku Eiyuutan,A Nobody's Way Up to an Exploration Hero,https://cdn.myanimelist.net/images/anime/1578/143664.jpg,"Heroic Exploration Tale Starting from Mob, The Story of an Exploration Hero Who Has Worked His Way Up from Common People, Mobkara",モブから始まる探索英雄譚,A Nobody's Way Up to an Exploration Hero,TV,12,Finished Airing,"Jul 6, 2024 to Sep 21, 2024",Summer 2024,Saturdays at 22,"Toei Video,       Hobby Japan,       Tokyo MX,       CyberAgent,       On-Lead,       BS NTV,       Pia,       Bushiroad Move,       Starry Cube,       FUTURE LEAP","None found, add some",Gekkou,Light novel,,,,23 min. per ep.,PG-13 - Teens 13 or older,"5.821 (scored by 2875128,751 users)
      


1
          indicates a weighted score.","#108592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2746,"70,788",143,"ActionAction,         AdventureAdventure,         FantasyFantasy",,,,
26,2024,summer,Megami no Café Terrace 2nd Season,The Café Terrace and Its Goddesses Season 2,https://cdn.myanimelist.net/images/anime/1606/141394.jpg,Goddess Café Terrace 2nd Season,女神のカフェテラス 第2期,The Café Terrace and Its Goddesses Season 2,TV,12,Finished Airing,"Jul 5, 2024 to Sep 20, 2024",Summer 2024,Fridays at 00,"Marvelous Entertainment,       Mainichi Broadcasting System,       Kodansha,       Half H.P Studio","None found, add some",Tezuka Productions,Manga,,"Adult CastAdult Cast,         HaremHarem",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.381 (scored by 2707727,077 users)
      


1
          indicates a weighted score.","#24702

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2760,"70,147",379,"ComedyComedy,         RomanceRomance,         EcchiEcchi",,,,
27,2024,summer,Madougushi Dahliya wa Utsumukanai,Dahlia in Bloom: Crafting a Fresh Start with Magical Tools,https://cdn.myanimelist.net/images/anime/1572/144060.jpg,"Dahlia in Bloom, Dahliya in Bloom, Madougushi Dahliya wa Utsumukanai",魔導具師ダリヤはうつむかない,Dahlia in Bloom,TV,12,Finished Airing,"Jul 6, 2024 to Sep 21, 2024",Summer 2024,Saturdays at 21,"Frontier Works,       Mainichi Broadcasting System,       TBS,       AT-X,       Good Smile Company,       Crunchyroll,       Kadokawa,       arma bianca,       Bandai Namco Music Live","None found, add some","Typhoon Graphics,       Imagica Infos",Light novel,,"IsekaiIsekai,         ReincarnationReincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,"6.801 (scored by 2575525,755 users)
      


1
          indicates a weighted score.","#53242

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2790,"69,089",175,"FantasyFantasy,         Slice of LifeSlice of Life",,,,
28,2024,summer,VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,https://cdn.myanimelist.net/images/anime/1606/144506.jpg,,VTuberなんだが配信切り忘れたら伝説になってた,VTuber Legend,TV,12,Finished Airing,"Jul 7, 2024 to Sep 22, 2024",Summer 2024,Sundays at 23,"Movic,       AT-X,       Studio Mausu,       BS NTV,       Kadokawa,       Kyoto Broadcasting System,       DAXEL","None found, add some",TNK,Light novel,ComedyComedy,"Adult CastAdult Cast,         Otaku CultureOtaku Culture",,23 min. per ep.,PG-13 - Teens 13 or older,"7.051 (scored by 2226822,268 users)
      


1
          indicates a weighted score.","#41542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2867,"65,548",209,,,,,
29,2024,summer,Koi wa Futago de Warikirenai,Love Is Indivisible by Twins,https://cdn.myanimelist.net/images/anime/1315/142250.jpg,Futakire,恋は双子で割り切れない,Love Is Indivisible by Twins,TV,12,Finished Airing,"Jul 10, 2024 to Sep 25, 2024",Summer 2024,Wednesdays at 23,"Pony Canyon,       Movic,       AT-X,       Tokyo MX,       Infinite,       Kadokawa Media House,       BS NTV,       Kadokawa,       Bandai Namco Music Live","None found, add some",ROLL2,Light novel,,"Love PolygonLove Polygon,         SchoolSchool",,23 min. per ep.,PG-13 - Teens 13 or older,"6.281 (scored by 2078120,781 users)
      


1
          indicates a weighted score.","#83992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2954,"62,184",210,"ComedyComedy,         RomanceRomance",,,,
30,2024,summer,"Bye Bye, Earth",,https://cdn.myanimelist.net/images/anime/1104/145564.jpg,,ばいばい、アース,"Bye Bye, Earth",TV,10,Finished Airing,"Jul 12, 2024 to Sep 13, 2024",Summer 2024,Fridays at 23,"Sony Pictures Entertainment,       WOWOW,       Crunchyroll,       IRMA LA DOUCE","None found, add some",LIDENFILMS,Light novel,,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.061 (scored by 1694616,946 users)
      


1
          indicates a weighted score.","#95992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3058,"58,307",126,"ActionAction,         AdventureAdventure,         FantasyFantasy",AnthropomorphicAnthropomorphic,,,
31,2024,summer,Boku no Tsuma wa Kanjou ga Nai,My Wife Has No Emotion,https://cdn.myanimelist.net/images/anime/1101/143646.jpg,Bokutsuma,僕の妻は感情がない,My Wife Has No Emotion,TV,12,Finished Airing,"Jul 2, 2024 to Sep 17, 2024",Summer 2024,Tuesdays at 23,"TMS Entertainment,       Mainichi Broadcasting System,       Half H.P Studio,       Nikkatsu,       81 Produce,       Tokyo MX,       RAY,       Nichion,       Kadokawa,       BS Asahi","None found, add some",Tezuka Productions,Manga,,,SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"6.771 (scored by 2129021,290 users)
      


1
          indicates a weighted score.","#54942

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3075,"57,505",220,"ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi",,,,
32,2024,summer,Mayonaka Punch,,https://cdn.myanimelist.net/images/anime/1700/143395.jpg,"Midnight Punch, MayoPan",真夜中ぱんチ,Mayonaka Punch,TV,12,Finished Airing,"Jul 8, 2024 to Sep 23, 2024",Summer 2024,Mondays at 22,"Movic,       AT-X,       Docomo Anime Store,       Kadokawa,       dugout,       Heart Company","None found, add some",P.A. Works,Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.361 (scored by 1699516,995 users)
      


1
          indicates a weighted score.","#25322

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3296,"50,553",210,"ComedyComedy,         SupernaturalSupernatural",VampireVampire,,,
33,2024,summer,Delico's Nursery,,https://cdn.myanimelist.net/images/anime/1106/145996.jpg,,デリコズ・ナーサリー,Delico's Nursery,TV,13,Finished Airing,"Aug 8, 2024 to Nov 28, 2024",Summer 2024,Thursdays at 00,"Aniplex,       Magic Capsule,       Tokyo MX,       BS11,       Contents Seed,       Watanabe Entertainment","None found, add some",J.C.Staff,Other,,"ChildcareChildcare,         VampireVampire",,23 min. per ep.,PG-13 - Teens 13 or older,"6.801 (scored by 1006410,064 users)
      


1
          indicates a weighted score.","#53442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3344,"49,137",248,"FantasyFantasy,         MysteryMystery",,,,
34,2024,summer,Tasogare Out Focus,Twilight Out of Focus,https://cdn.myanimelist.net/images/anime/1708/142119.jpg,,黄昏アウトフォーカス,Twilight Out of Focus,TV,12,Finished Airing,"Jul 4, 2024 to Sep 19, 2024",Summer 2024,Thursdays at 23,"Sotsu,       Kodansha,       Movic,       BS Fuji,       Ai Addiction,       Crunchyroll,       AQUA ARIS","None found, add some",Studio Deen,Manga,Boys LoveBoys Love,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.471 (scored by 1466014,660 users)
      


1
          indicates a weighted score.","#20792

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3383,"47,958",418,,SchoolSchool,,,
35,2024,summer,Kono Sekai wa Fukanzen Sugiru,Quality Assurance in Another World,https://cdn.myanimelist.net/images/anime/1187/141847.jpg,Konofuka,この世界は不完全すぎる,Quality Assurance in Another World,TV,13,Finished Airing,"Jul 6, 2024 to Sep 28, 2024",Summer 2024,Saturdays at 02,"Lantis,       Mainichi Broadcasting System,       Kodansha,       Delfi Sound,       Crunchyroll,       Bandai Namco Filmworks,       Bandai Namco Music Live,       Hike","None found, add some","Studio Palette,       100studio",Web manga,,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.541 (scored by 1577815,778 users)
      


1
          indicates a weighted score.","#68432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3439,"46,617",61,"AdventureAdventure,         FantasyFantasy",Video GameVideo Game,,,
36,2024,summer,Elf-san wa Yaserarenai.,Plus-Sized Elf,https://cdn.myanimelist.net/images/anime/1382/143437.jpg,"Elyase, Elf can't be on a diet.",エルフさんは痩せられない。,Plus-Sized Elf,TV,12,Finished Airing,"Jul 7, 2024 to Sep 22, 2024",Summer 2024,Sundays at 01,"KlockWorx,       King Records,       Akita Shoten,       WWWave,       SHINE Partners",Sentai Filmworks,Elias,Web manga,,,,12 min. per ep.,R+ - Mild Nudity,"5.601 (scored by 1460614,606 users)
      


1
          indicates a weighted score.","#117982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3527,"44,781",184,"ComedyComedy,         FantasyFantasy,         EcchiEcchi",,,,
37,2024,summer,Dungeon no Naka no Hito,Dungeon People,https://cdn.myanimelist.net/images/anime/1026/143505.jpg,,ダンジョンの中のひと,Dungeon People,TV,12,Finished Airing,"Jul 6, 2024 to Sep 28, 2024",Summer 2024,Saturdays at 01,"Mainichi Broadcasting System,       Nikkatsu,       Hakuhodo DY Music & Pictures,       Futabasha,       Bushiroad Move,       U's Music",Sentai Filmworks,OLM,Web manga,,,,24 min. per ep.,PG-13 - Teens 13 or older,"7.111 (scored by 1641116,411 users)
      


1
          indicates a weighted score.","#38532

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3570,"43,902",97,"AdventureAdventure,         ComedyComedy,         FantasyFantasy",,,,
38,2024,summer,Na Nare Hana Nare,Narenare -Cheer for You!-,https://cdn.myanimelist.net/images/anime/1430/143526.jpg,,菜なれ花なれ,Narenare -Cheer for You!-,TV,12,Finished Airing,"Jul 7, 2024 to Sep 22, 2024",Summer 2024,Sundays at 23,"TV Tokyo,       DMM.com,       NetEase,       AmiAmi","None found, add some",P.A. Works,Original,DramaDrama,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.381 (scored by 89498,949 users)
      


1
          indicates a weighted score.","#77832

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4262,"30,495",75,,,,,
39,2024,summer,Shy 2nd Season,Shy Season 2,https://cdn.myanimelist.net/images/anime/1518/143558.jpg,Shy,シャイ 東京奪還編,Shy Season 2,TV,12,Finished Airing,"Jul 2, 2024 to Sep 24, 2024",Summer 2024,Tuesdays at 00,"TV Tokyo,       Bandai,       Akita Shoten,       ADK Marketing Solutions,       Bandai Namco Filmworks,       Bandai Namco Music Live,       Yostar","None found, add some",8bit,Manga,,,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.921 (scored by 90859,085 users)
      


1
          indicates a weighted score.","#47442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4438,"28,073",67,"ActionAction,         DramaDrama",Super PowerSuper Power,,,
40,2024,summer,Sengoku Youko: Senma Konton-hen,Sengoku Youko 2nd Season,https://cdn.myanimelist.net/images/anime/1948/143550.jpg,"Sengoku Youko Part 2, Sengoku Youko",戦国妖狐 千魔混沌編,Sengoku Youko 2nd Season,TV,22,Finished Airing,"Jul 18, 2024 to Dec 26, 2024",Summer 2024,Thursdays at 00,"Nippon Animation,       Nagoya Broadcasting Network,       Crunchyroll,       ABC Animation,       FuRyu,       Mixer,       NetEase,       BS Asahi,       Bandai Namco Music Live,       ABC Frontier","None found, add some",White Fox,Manga,,"HistoricalHistorical,         MythologyMythology",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.591 (scored by 68806,880 users)
      


1
          indicates a weighted score.","#16132

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4722,"24,348",86,"ActionAction,         AdventureAdventure,         FantasyFantasy",,,,
41,2024,summer,Tasuuketsu,Tasuketsu: Fate of the Majority,https://cdn.myanimelist.net/images/anime/1482/143629.jpg,,多数欠,Tasuketsu,TV,24,Finished Airing,"Jul 3, 2024 to Dec 25, 2024",Summer 2024,Wednesdays at 01,"VAP,       Nippon Television Network,       Nippon Television Music,       BS NTV,       Marui Group,       COMICSMART,       NetEase,       Team Kawadon","None found, add some",Satelight,Web manga,,"High Stakes GameHigh Stakes Game,         PsychologicalPsychological",,22 min. per ep.,PG-13 - Teens 13 or older,"5.551 (scored by 65376,537 users)
      


1
          indicates a weighted score.","#119612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4841,"23,018",43,"ActionAction,         DramaDrama,         SuspenseSuspense",,,,
42,2024,summer,Tensui no Sakuna-hime,Sakuna: Of Rice and Ruin,https://cdn.myanimelist.net/images/anime/1888/143803.jpg,,天穂のサクナヒメ,Sakuna,TV,13,Finished Airing,"Jul 6, 2024 to Sep 28, 2024",Summer 2024,Saturdays at 23,"TV Tokyo,       TOHO animation,       Qrout","None found, add some",P.A. Works,Game,,,,24 min. per ep.,PG-13 - Teens 13 or older,"6.741 (scored by 62866,286 users)
      


1
          indicates a weighted score.","#56912

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5285,"18,598",31,"ActionAction,         FantasyFantasy",MythologyMythology,,,
43,2024,summer,Ramen Akaneko,,https://cdn.myanimelist.net/images/anime/1805/142211.jpg,Red Cat Ramen,ラーメン赤猫,Ramen Akaneko,TV,12,Finished Airing,"Jul 4, 2024 to Sep 19, 2024",Summer 2024,Thursdays at 23,"TBS,       Movic,       GAGA,       Tohokushinsha Film Corporation,       Bushiroad,       Good Smile Company,       Legs","None found, add some",E&H Production,Manga,ComedyComedy,"AnthropomorphicAnthropomorphic,         WorkplaceWorkplace",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.381 (scored by 52375,237 users)
      


1
          indicates a weighted score.","#24722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5734,"15,020",84,,,,,
44,2024,summer,0-saiji Start Dash Monogatari,0 Years Old Child Starting Dash Story,https://cdn.myanimelist.net/images/anime/1973/144062.jpg,Head Start at Birth,0歳児スタートダッシュ物語,0 Years Old Child Starting Dash Story,TV,12,Finished Airing,"Jul 7, 2024 to Sep 22, 2024",Summer 2024,Sundays at 17,"None found, add some","None found, add some","None found, add some",Manga,,"IsekaiIsekai,         ReincarnationReincarnation",,2 min. per ep.,PG-13 - Teens 13 or older,"5.371 (scored by 19211,921 users)
      


1
          indicates a weighted score.","#124972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6530,"10,797",23,"AdventureAdventure,         FantasyFantasy",,,,
45,2024,summer,Kinnikuman: Kanpeki Chоujin Shiso-hen,Kinnikuman: Perfect Origin Arc,https://cdn.myanimelist.net/images/anime/1993/143335.jpg,"Muscleman, Musculman",キン肉マン 完璧超人始祖編,Kinnikuman,TV,11,Finished Airing,"Jul 14, 2024 to Sep 22, 2024",Summer 2024,Sundays at 23,"Toei Animation,       Pony Canyon,       Shueisha,       BS11,       ADK Emotions","None found, add some",Production I.G,Manga,,,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.811 (scored by 15781,578 users)
      


1
          indicates a weighted score.","#53052

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7430,"7,823",34,"ComedyComedy,         SportsSports",Combat SportsCombat Sports,,,
46,2024,summer,Grendizer U,,https://cdn.myanimelist.net/images/anime/1380/143464.jpg,,グレンダイザーU,,TV,13,Finished Airing,"Jul 6, 2024 to Sep 28, 2024",Summer 2024,Saturdays at 01,"Pony Canyon,       Dynamic Planning","None found, add some",Gaina,Manga,,,,23 min. per ep.,PG-13 - Teens 13 or older,"5.851 (scored by 18351,835 users)
      


1
          indicates a weighted score.","#106712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7460,"7,773",35,"ActionAction,         Sci-FiSci-Fi",MechaMecha,,,
47,2024,summer,Yami Shibai 13,Theatre of Darkness: Yamishibai 13,https://cdn.myanimelist.net/images/anime/1688/143456.jpg,Yamishibai,闇芝居 十三期,Theatre of Darkness,TV,13,Finished Airing,"Jul 15, 2024 to Oct 7, 2024",Summer 2024,Mondays at 02,"None found, add some","None found, add some","ILCA,       ILCASHIPS",Original,,,,4 min. per ep.,PG-13 - Teens 13 or older,"6.031 (scored by 14741,474 users)
      


1
          indicates a weighted score.","#97852

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#9537,"4,078",15,"Avant GardeAvant Garde,         HorrorHorror,         SupernaturalSupernatural",,,,
48,2024,summer,Cardfight!! Vanguard: Divinez Season 2,Cardfight!! Vanguard Divinez Season 2,https://cdn.myanimelist.net/images/anime/1235/143504.jpg,,カードファイト!! ヴァンガード Divinez Season2,Cardfight!! Vanguard Divinez Season 2,TV,13,Finished Airing,"Jul 6, 2024 to Oct 12, 2024",Summer 2024,Saturdays at 08,Bushiroad,"None found, add some","Kinema Citrus,       GIFTanimation,       Studio Jemi",Original,ActionAction,,,24 min. per ep.,PG-13 - Teens 13 or older,"7.111 (scored by 795795 users)
      


1
          indicates a weighted score.","#38462

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11135,"2,501",12,,Strategy GameStrategy Game,,,
49,2024,summer,Maarui Kanojo to Zannen na Kareshi,,https://cdn.myanimelist.net/images/anime/1141/143535.jpg,,まぁるい彼女と残念な彼氏,,TV,6,Finished Airing,"Jun 8, 2024 to Jul 13, 2024",Summer 2024,Saturdays at 01,"None found, add some","None found, add some",Imageworks Studio,Web manga,,,,11 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#174292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11485,"2,258",13,"ComedyComedy,         RomanceRomance",Adult CastAdult Cast,,,
50,2024,summer,Mirai no Kuromaku-kei Akuyaku Reijou Moriarty no Isekai Kanzen Hanzai Hakusho,,https://cdn.myanimelist.net/images/anime/1769/144658.jpg,Moriarty's Perfect Crime,未来の黒幕系悪役令嬢モリアーティーの異世界完全犯罪白書,,TV,6,Finished Airing,"Jul 19, 2024 to Aug 30, 2024",Summer 2024,Fridays at 01,"None found, add some","None found, add some",Imageworks Studio,Web manga,MysteryMystery,"DetectiveDetective,         ReincarnationReincarnation",,10 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#178282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#12336,"1,724",5,,,,,
51,2024,summer,Egumi Legacy,,https://cdn.myanimelist.net/images/anime/1755/143273.jpg,,エグミレガシー,,TV,12,Finished Airing,"Jul 9, 2024 to Sep 24, 2024",Summer 2024,Tuesdays at 22,"Happinet Phantom Studios,       Frontier International,       Chuo Eigaboeki,       Odessa Entertainment,       Masaka","None found, add some",Studio Outrigger,Card game,,,,10 min. per ep.,PG-13 - Teens 13 or older,"6.691 (scored by 693693 users)
      


1
          indicates a weighted score.","#59492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#12378,"1,696",11,"Avant GardeAvant Garde,         ComedyComedy",AnthropomorphicAnthropomorphic,,,
52,2024,summer,Nanashi Kaidan 3rd Season,,https://cdn.myanimelist.net/images/anime/1475/145060.jpg,,ななし怪談 第3作,,TV,5,Finished Airing,"Aug 26, 2024 to Aug 30, 2024",Summer 2024,Not scheduled once per week,Shogakukan-Shueisha Productions,"None found, add some","None found, add some",Original,,,,6 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#180712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14165,"1,024",0,"HorrorHorror,         SupernaturalSupernatural",,,,
53,2024,summer,Yongisanda,The Dragon Next Door,https://cdn.myanimelist.net/images/anime/1894/145130.jpg,,용이산다,The Dragon Next Door,TV,Unknown,Currently Airing,"Aug 27, 2024 to ?",Summer 2024,Unknown,"None found, add some","None found, add some","None found, add some",Web manga,,,,Unknown,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#160672

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15580,687,1,"ComedyComedy,         FantasyFantasy",,,,
54,2024,summer,Naoe-kun wa Yasesasetai.,,https://cdn.myanimelist.net/images/anime/1795/144366.jpg,,直江くんは痩せさせたい。,,TV,12,Finished Airing,"Jul 7, 2024 to Sep 22, 2024",Summer 2024,Sundays at 01,"None found, add some","None found, add some",AQUA ARIS,Manga,,,,11 min. per ep.,PG-13 - Teens 13 or older,"5.441 (scored by 212212 users)
      


1
          indicates a weighted score.","#122902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15798,652,1,"ComedyComedy,         FantasyFantasy",,,,
55,2024,summer,Jochum,,https://cdn.myanimelist.net/images/anime/1827/143336.jpg,,ジェオチャム,,TV,24,Finished Airing,"Jul 13, 2024 to Dec 21, 2024",Summer 2024,Saturdays at 06,Sanrio,"None found, add some",Fanworks,Original,Slice of LifeSlice of Life,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#166252

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#16669,538,2,,AnthropomorphicAnthropomorphic,,,
56,2024,summer,Harimaware! Koinu 2nd Season,,https://cdn.myanimelist.net/images/anime/1344/143568.jpg,"Stick It on Around! Koinu 2nd Season, Hari Maware! Koinu 2nd Season",貼りまわれ! こいぬ 第2期,,TV,12,Finished Airing,"Jul 6, 2024 to Sep 26, 2024",Summer 2024,Saturdays at 07,Pierrot,"None found, add some",Opera House,Web manga,ComedyComedy,,,4 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#210572

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17526,454,0,,AnthropomorphicAnthropomorphic,,,
57,2024,summer,Gendai Goyaku,Modern Mistranslation,https://cdn.myanimelist.net/images/anime/1189/144078.jpg,,現代誤訳,Modern Mistranslation,TV,12,Finished Airing,"Jul 7, 2024 to Sep 22, 2024",Summer 2024,Sundays at 00,"None found, add some","None found, add some",ILCASHIPS,Original,ComedyComedy,,,12 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#207672

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18034,415,0,,,,,
58,2024,summer,Ohayou! Unko-sensei,,https://cdn.myanimelist.net/images/anime/1244/144510.jpg,Good Morning Mr. Poop!,おはよう！ うんこ先生,,TV,Unknown,Currently Airing,"Jul 26, 2024 to ?",Summer 2024,Fridays at 16,"None found, add some","None found, add some","None found, add some",Manga,ComedyComedy,,,2 min.,PG - Children,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#182982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20755,241,0,,,,,
59,2024,summer,Warau Red List,,https://cdn.myanimelist.net/images/anime/1437/145327.jpg,,笑うレッドリスト,,TV,Unknown,Currently Airing,"Aug 14, 2024 to ?",Summer 2024,Unknown,NHK,"None found, add some","None found, add some",Original,ComedyComedy,,,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#152352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#21072,223,0,,EducationalEducational,,,
60,2024,summer,One Piece,,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,OP,ONE PIECE,One Piece,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09,"Fuji TV,       TAP,       Shueisha","Funimation,       4Kids Entertainment",Toei Animation,Manga,,,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.731 (scored by 14168301,416,830 users)
      


1
          indicates a weighted score.","#502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17,"2,492,012","234,243","ActionAction,         AdventureAdventure,         FantasyFantasy",,,,
61,2024,summer,Tensei shitara Slime Datta Ken 3rd Season,That Time I Got Reincarnated as a Slime Season 3,https://cdn.myanimelist.net/images/anime/1211/143476.jpg,Tensura 3,転生したらスライムだった件 第3期,That Time I Got Reincarnated as a Slime Season 3,TV,24,Finished Airing,"Apr 5, 2024 to Sep 27, 2024",Spring 2024,Fridays at 23,"Kodansha,       Nippon Television Network,       BS11,       Micro Magazine Publishing,       Bandai Spirits,       Sony Music Solutions,       ADK Marketing Solutions,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",8bit,Manga,,"IsekaiIsekai,         ReincarnationReincarnation",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.681 (scored by 159746159,746 users)
      


1
          indicates a weighted score.","#13412

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#616,"401,676","4,199","ActionAction,         ComedyComedy,         FantasyFantasy",,,,
62,2024,summer,Boku no Hero Academia 7th Season,My Hero Academia Season 7,https://cdn.myanimelist.net/images/anime/1529/140306.jpg,My Hero Academia 7,僕のヒーローアカデミア 第7期,My Hero Academia Season 7,TV,21,Finished Airing,"May 4, 2024 to Oct 12, 2024",Spring 2024,Saturdays at 17,"Dentsu,       Yomiuri Telecasting,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha","None found, add some",Bones,Manga,ActionAction,"SchoolSchool,         Super PowerSuper Power",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.071 (scored by 135065135,065 users)
      


1
          indicates a weighted score.","#5582

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#695,"361,718","2,663",,,,,
63,2024,summer,Meitantei Conan,Case Closed,https://cdn.myanimelist.net/images/anime/7/75199.jpg,Detective Conan,名探偵コナン,Case Closed,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18,"Yomiuri Telecasting,       Shogakukan,       Audio Planning U,       Tokyo Movie,       Polydor Records","Funimation,       Crunchyroll",TMS Entertainment,Manga,,,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.171 (scored by 164200164,200 users)
      


1
          indicates a weighted score.","#4352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#703,"360,471","15,311","AdventureAdventure,         ComedyComedy,         MysteryMystery",DetectiveDetective,Case Closed,,
