,year,season,jp_title,en_title,img,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genre,Theme
74,2021,winter,Healin' Good♡Precure,Healin' Good Pretty Cure,https://cdn.myanimelist.net/images/anime/1401/105084.jpg,,ヒーリングっど♥プリキュア,Healin' Good Pretty Cure,Healin' Good Pretty Cure,Healin' Good Pretty Cure,Healin' Good Pretty Cure,TV,45,Finished Airing,"Feb 2, 2020 to Feb 21, 2021",Winter 2020,Sundays at 08,"Asatsu DK,       Asahi Broadcasting,       ABC Animation","None found, add some",Toei Animation,Original,,,,24 min. per ep.,G - All Ages,"6.921 (scored by 41924,192 users)
      


1
          indicates a weighted score.","#47392

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6047,"13,036",84,ActionAction,Mahou ShoujoMahou Shoujo
75,2021,winter,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,,サザエさん,Mrs. Sazae,,,,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Sundays at 18,Fuji TV,"None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,24 min.,G - All Ages,"6.141 (scored by 19341,934 users)
      


1
          indicates a weighted score.","#91842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7123,"8,791",39,,
76,2021,winter,Chibi Maruko-chan (1995),Little Miss Maruko,https://cdn.myanimelist.net/images/anime/1108/100604.jpg,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Sundays at 18,"Ajia-do,       Fuji TV,       Sakura Production","None found, add some",Nippon Animation,Manga,,,ShoujoShoujo,23 min.,G - All Ages,"7.341 (scored by 21732,173 users)
      


1
          indicates a weighted score.","#26382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7913,"6,750",61,ComedyComedy,SchoolSchool
77,2021,winter,Rebirth,,https://cdn.myanimelist.net/images/anime/1640/115820.jpg,,りばあす,,,,,TV,48,Finished Airing,"Jan 5, 2020 to Jun 23, 2021",Winter 2020,Wednesdays at 01,LIDENFILMS,"None found, add some",LIDENFILMS Osaka Studio,Card game,,,,3 min. per ep.,PG-13 - Teens 13 or older,"5.841 (scored by 937937 users)
      


1
          indicates a weighted score.","#107232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#9188,"4,582",3,ComedyComedy,Strategy GameStrategy Game
78,2021,winter,Bakugan: Armored Alliance,,https://cdn.myanimelist.net/images/anime/1234/106364.jpg,,爆丸アーマードアライアンス,,,,,TV,52,Finished Airing,"Apr 3, 2020 to Mar 26, 2021",Spring 2020,Fridays at 03,"None found, add some","None found, add some",TMS Entertainment,Original,"ActionAction,         FantasyFantasy",,,24 min. per ep.,PG - Children,"5.711 (scored by 17101,710 users)
      


1
          indicates a weighted score.","#113352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#9227,"4,525",6,,Strategy GameStrategy Game
79,2021,winter,Bonobono (TV 2016),Bono Bono,https://cdn.myanimelist.net/images/anime/13/77617.jpg,,ぼのぼの,Bono Bono,Bono Bono,Bono Bono,Bono Bono,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?",Spring 2016,Saturdays at 04,"Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,5 min.,G - All Ages,"6.371 (scored by 759759 users)
      


1
          indicates a weighted score.","#78892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10226,"3,275",19,,AnthropomorphicAnthropomorphic
80,2021,winter,Kiratto Pri☆chan Season 3,,https://cdn.myanimelist.net/images/anime/1500/105552.jpg,Kiratto Pri☆chan 3rd Season,キラッとプリ☆チャン シーズン3,,,,,TV,51,Finished Airing,"Apr 5, 2020 to May 30, 2021",Spring 2020,Sundays at 10,syn Sophia,"None found, add some",Tatsunoko Production,Game,,"Idols (Female)Idols (Female),         MusicMusic",,24 min. per ep.,PG - Children,"7.231 (scored by 972972 users)
      


1
          indicates a weighted score.","#32122

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10519,"3,008",11,ComedyComedy,
81,2021,winter,Garugaku.: Sei Girls Square Gakuin,,https://cdn.myanimelist.net/images/anime/1369/117208.jpg,,ガル学. ~聖ガールズスクエア学院~,,,,,TV,50,Finished Airing,"Apr 6, 2020 to Mar 29, 2021",Spring 2020,Mondays at 07,"None found, add some","None found, add some","OLM,       Wit Studio",Mixed media,,"Idols (Female)Idols (Female),         MusicMusic,         SchoolSchool",,3 min. per ep.,PG-13 - Teens 13 or older,"5.611 (scored by 438438 users)
      


1
          indicates a weighted score.","#117462

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11138,"2,497",5,,
82,2021,winter,Tomica Kizuna Gattai: Earth Granner,,https://cdn.myanimelist.net/images/anime/1274/114349.jpg,"Tomica Bond Combination Earth Granner, Tomika Kizuna Gattai",トミカ絆合体 アースグランナー,,,,,TV,51,Finished Airing,"Apr 5, 2020 to Mar 28, 2021",Spring 2020,Sundays at 09,"None found, add some","None found, add some",OLM,Other,"ActionAction,         AdventureAdventure,         Sci-FiSci-Fi",,,24 min. per ep.,PG - Children,"5.911 (scored by 272272 users)
      


1
          indicates a weighted score.","#104052

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#12523,"1,628",2,,MechaMecha
83,2021,winter,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,,https://cdn.myanimelist.net/images/anime/1097/108552.jpg,,せいぜいがんばれ！魔法少女くるみ,,,,,TV,25,Finished Airing,"Oct 7, 2020 to Sep 29, 2021",Fall 2020,Wednesdays at 23,Lantis,"None found, add some",Pie in the sky,Original,,"Mahou ShoujoMahou Shoujo,         ParodyParody",,4 min. per ep.,G - All Ages,"6.301 (scored by 153153 users)
      


1
          indicates a weighted score.","#82712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13185,"1,333",2,,
84,2021,winter,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,https://cdn.myanimelist.net/images/anime/6/72182.jpg,Kamiusagi Rope 4,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,,,,TV,Unknown,Currently Airing,"Nov 16, 2012 to ?",Fall 2012,Not scheduled once per week,"None found, add some","None found, add some","None found, add some",Original,"ComedyComedy,         Slice of LifeSlice of Life",,,2 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#167992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13282,"1,294",0,,
85,2021,winter,Shiawase Haitatsu Taneko,,https://cdn.myanimelist.net/images/anime/2/28900.jpg,,しあわせ配達おみくじタネコ,,,,,TV,Unknown,Currently Airing,"Mar 26, 2011 to ?",Spring 2011,Not scheduled once per week,"None found, add some","None found, add some",Kachidoki Studio,Original,,,,Unknown,None,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14312,980,4,ComedyComedy,
86,2021,winter,Kaoru no Taisetsu na Mono,,https://cdn.myanimelist.net/images/anime/1352/109736.jpg,,カオルの大切なモノ,,,,,TV,50,Finished Airing,"Nov 18, 2020 to Oct 27, 2021",Fall 2020,Wednesdays at 23,CHANCE iN,"None found, add some",Kachidoki Studio,Original,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#168212

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15752,658,0,ComedyComedy,
87,2021,winter,Manul no Yuube,,https://cdn.myanimelist.net/images/anime/1980/96936.jpg,,マヌ～ルのゆうべ,,,,,TV,Unknown,Currently Airing,"Nov 11, 2018 to ?",Fall 2018,Sundays at Unknown,NHK,"None found, add some","None found, add some",Web manga,,,,1 min.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#175272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15779,654,1,Slice of LifeSlice of Life,
88,2021,winter,Shin Nippon History,,https://cdn.myanimelist.net/images/anime/1433/134811.jpg,Shin Nippon History,新ニッポンヒストリー,,,,,TV,Unknown,Currently Airing,"Jan 6, 2020 to ?",Winter 2020,Mondays at 01,"None found, add some","None found, add some","None found, add some",Original,,,,23 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#142292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18532,377,0,ComedyComedy,HistoricalHistorical
89,2021,winter,In:App,,https://cdn.myanimelist.net/images/anime/1671/139079.jpg,,인앱,,,,,TV,56,Finished Airing,"Nov 21, 2020 to Dec 18, 2021",Fall 2020,Unknown,"None found, add some","None found, add some",ANYZAC,Original,"ActionAction,         ComedyComedy",,,7 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#214802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#23685,117,0,,AnthropomorphicAnthropomorphic
